taxonomy_id	name	rank	LS-67	LS-35	LS-55	LS-65	LS-76	LS-93	LS-63	LS-85
200643	Bacteroidia	class	229	638	221	352	56	198	464	233
171549	Bacteroidales	order	183	551	243	303	83	211	437	233
171550	Rikenellaceae	family	0	0	0	0	0	0	0	0
239759	Alistipes	genus	57	156	112	114	45	84	95	74
2608932	unclassified Alistipes	no rank	0	0	0	0	0	0	0	0
2662363	Alistipes sp. dk3624	species	80	43	47	140	46	97	91	69
626932	Alistipes indistinctus	species	10	61	13	25	2	23	49	18
2585118	Alistipes communis	species	2	5	8	0	1	0	11	4
2585119	Alistipes dispar	species	2	5	0	0	0	1	0	3
214856	Alistipes finegoldii	species	0	0	0	0	0	0	0	0
679935	Alistipes finegoldii DSM 17242	strain	1	2	0	1	0	0	1	1
328813	Alistipes onderdonkii	species	0	0	0	0	0	0	0	0
2585117	Alistipes onderdonkii subsp. vulgaris	subspecies	1	6	2	3	0	3	0	0
171552	Prevotellaceae	family	0	0	0	0	0	2	2	0
838	Prevotella	genus	9	19	17	13	17	19	13	27
28129	Prevotella denticola	species	9	0	3	0	0	0	1	0
589436	Prevotella fusca	species	0	0	0	0	0	0	0	0
1236517	Prevotella fusca JCM 17724	strain	4	0	1	0	0	0	1	0
28127	Hoylesella buccalis	species	2	0	0	0	0	0	2	0
2638335	unclassified Prevotella	no rank	0	0	0	0	0	0	0	0
2801997	Prevotella herbatica	species	2	6	1	77	0	0	15	7
28132	Prevotella melaninogenica	species	2	0	2	3	0	2	4	0
2884814	Pseudoprevotella	genus	0	0	0	0	0	0	0	0
2133944	Pseudoprevotella muciniphila	species	5	3	3	1	0	1	15	2
815	Bacteroidaceae	family	5	8	6	7	1	2	10	1
816	Bacteroides	genus	7	51	13	22	0	12	16	22
817	Bacteroides fragilis	species	0	0	0	2	2	2	2	1
862962	Bacteroides fragilis 638R	strain	3	1	19	0	9	7	0	2
28113	Bacteroides heparinolyticus	species	3	1	0	0	0	0	1	0
2646097	unclassified Bacteroides	no rank	0	0	0	0	0	0	1	0
2715212	Bacteroides faecium	species	2	0	2	2	0	1	0	0
151276	Bacteroides coprosuis	species	0	0	0	0	0	0	0	0
679937	Bacteroides coprosuis DSM 18011	strain	2	0	0	3	0	0	2	0
246787	Bacteroides cellulosilyticus	species	2	3	1	1	0	0	5	1
291644	Bacteroides salyersiae	species	2	1	0	1	1	1	8	3
909656	Phocaeicola	genus	1	7	2	0	0	2	1	2
357276	Phocaeicola dorei	species	1	3	2	0	0	0	1	0
2005523	Paludibacteraceae	family	0	0	0	0	0	0	0	0
346096	Paludibacter	genus	0	0	0	0	0	0	0	0
185300	Paludibacter propionicigenes	species	0	0	0	0	0	0	0	0
694427	Paludibacter propionicigenes WB4	strain	18	8	2	73	1	6	28	8
2005525	Tannerellaceae	family	0	3	3	0	0	0	0	0
375288	Parabacteroides	genus	3	8	3	2	0	7	1	9
823	Parabacteroides distasonis	species	4	1	0	0	2	11	1	5
328812	Parabacteroides goldsteinii	species	2	1	5	2	3	6	1	3
195950	Tannerella	genus	0	1	0	0	0	0	0	0
2620507	unclassified Tannerella	no rank	0	0	0	0	0	0	0	0
712710	Tannerella serpentiformis	species	5	11	1	2	2	2	1	9
2760872	Tenuifilaceae	family	0	0	0	0	0	0	0	0
2760873	Tenuifilum	genus	0	0	0	0	0	0	0	0
2590900	Tenuifilum thalassicum	species	14	41	15	11	2	15	28	11
1853231	Odoribacteraceae	family	1	8	2	3	2	4	7	1
283168	Odoribacter	genus	0	0	0	0	0	0	0	0
28118	Odoribacter splanchnicus	species	12	33	16	12	1	7	14	5
171551	Porphyromonadaceae	family	0	0	0	0	0	0	0	0
836	Porphyromonas	genus	0	0	0	0	0	0	0	0
837	Porphyromonas gingivalis	species	4	0	2	0	0	0	2	0
28123	Porphyromonas asaccharolytica	species	0	0	0	0	0	0	0	0
879243	Porphyromonas asaccharolytica DSM 20707	strain	1	0	1	0	0	0	1	0
2645799	unclassified Porphyromonas	no rank	0	0	0	0	0	0	0	0
712435	Porphyromonas sp. oral taxon 275	species	1	1	1	0	1	2	1	3
2005519	Barnesiellaceae	family	0	0	0	0	0	0	0	0
397864	Barnesiella	genus	0	0	0	0	0	0	0	0
397865	Barnesiella viscericola	species	0	0	0	0	0	0	0	0
880074	Barnesiella viscericola DSM 18177	strain	5	6	1	3	3	2	0	1
1970190	Salinivirgaceae	family	0	0	0	0	0	0	0	0
1970191	Salinivirga	genus	0	0	0	0	0	0	0	0
1307839	Salinivirga cyanobacteriivorans	species	4	6	1	1	3	0	4	0
2005520	Dysgonomonadaceae	family	0	0	0	0	1	0	1	0
307628	Petrimonas	genus	0	0	0	0	0	0	0	0
1642646	Petrimonas mucosa	species	2	18	6	13	0	3	16	5
156973	Dysgonomonas	genus	0	0	0	0	0	0	0	0
2630389	unclassified Dysgonomonas	no rank	1	2	1	2	1	1	2	0
294702	Proteiniphilum	genus	0	0	0	0	0	0	0	0
1642647	Proteiniphilum saccharofermentans	species	1	12	8	15	3	1	22	0
2005473	Muribaculaceae	family	0	0	0	0	0	0	2	0
1918540	Muribaculum	genus	0	0	0	0	0	0	0	0
1796646	Muribaculum intestinale	species	1	0	1	2	1	0	5	2
2815786	Sodaliphilus	genus	0	0	0	0	0	0	0	0
2606626	Sodaliphilus pleomorphus	species	1	8	0	1	0	1	3	0
1970189	Marinilabiliales	order	6	7	2	4	1	0	4	1
1471398	Prolixibacteraceae	family	4	18	2	5	0	9	12	3
2678352	Maribellus	genus	0	0	0	0	0	0	0	0
2681766	Maribellus comscasis	species	6	3	4	2	2	2	8	3
1471399	Draconibacterium	genus	1	3	1	1	1	0	0	0
1168034	Draconibacterium orientale	species	3	13	11	9	0	2	4	7
558415	Marinilabiliaceae	family	0	0	0	0	0	0	0	0
1193324	Alkalitalea	genus	0	0	0	0	0	0	0	0
889453	Alkalitalea saponilacus	species	2	5	2	4	0	1	8	6
1573805	Marinifilaceae	family	0	0	0	0	0	0	0	0
2060722	Labilibaculum	genus	0	0	0	0	0	0	0	0
1717717	Labilibaculum antarcticum	species	1	3	0	6	0	5	8	1
768503	Cytophagia	class	0	0	0	0	0	0	0	0
768507	Cytophagales	order	102	215	119	171	46	164	228	155
1853232	Hymenobacteraceae	family	43	39	44	24	5	17	27	14
89966	Hymenobacter	genus	56	99	97	37	24	73	53	55
2615202	unclassified Hymenobacter	no rank	20	21	7	9	8	15	13	11
1484116	Hymenobacter psoromatis	species	10	5	1	2	0	1	2	2
2835648	Hymenobacter sp. BT18	species	2	3	4	0	0	3	1	0
1484118	Hymenobacter sp. PAMC 26628	species	1	5	1	2	0	4	4	7
2584940	Hymenobacter sp. DG01	species	1	2	2	0	0	1	4	0
2596915	Hymenobacter sp. NBH84	species	1	3	0	1	0	3	7	1
2675877	Hymenobacter sp. BRD67	species	1	1	0	0	0	0	0	0
2675878	Hymenobacter sp. BRD128	species	1	0	1	0	1	0	0	1
1446467	Hymenobacter swuensis	species	0	0	0	0	0	0	0	0
1227739	Hymenobacter swuensis DY53	strain	7	2	0	2	0	2	2	0
2502781	Hymenobacter jejuensis	species	3	4	1	2	0	1	3	2
2319843	Hymenobacter oligotrophus	species	1	0	1	0	0	0	0	0
2607656	Hymenobacter busanensis	species	1	4	3	1	0	1	0	0
323449	Pontibacter	genus	1	19	0	0	2	1	3	0
323450	Pontibacter actiniarum	species	3	2	1	3	0	10	0	8
2694929	Pontibacter russatus	species	3	2	0	0	0	0	2	0
2694930	Pontibacter pudoricolor	species	2	5	2	8	0	2	6	3
388950	Pontibacter akesuensis	species	1	2	0	9	0	0	2	4
299566	Adhaeribacter	genus	0	0	0	2	0	1	2	1
2745197	Adhaeribacter radiodurans	species	2	2	0	93	0	31	135	44
2086471	Adhaeribacter swui	species	1	0	0	5	0	0	9	6
1379908	Rufibacter	genus	0	0	0	0	0	0	0	0
1379910	Rufibacter radiotolerans	species	1	1	1	1	0	0	0	0
89373	Cytophagaceae	family	2	2	4	2	0	1	9	3
2676247	Aquirufa	genus	4	12	2	8	2	4	7	4
2516557	Aquirufa nivalisilvae	species	66	56	31	42	26	15	31	13
2676248	unclassified Aquirufa	no rank	0	0	0	0	0	0	0	0
2696560	Aquirufa lenticrescens	species	35	15	17	41	18	11	24	28
107	Spirosoma	genus	9	11	2	24	0	19	49	30
1211326	Spirosoma aerolatum	species	4	3	0	12	2	2	7	2
2621999	unclassified Spirosoma	no rank	0	0	0	1	0	0	0	1
2745947	Spirosoma sp. KUDC1026	species	1	0	0	1	0	3	6	0
2666025	Spirosoma endbachense	species	1	0	0	1	0	0	0	0
978	Cytophaga	genus	0	0	0	0	0	0	0	0
985	Cytophaga hutchinsonii	species	0	0	0	0	0	0	0	0
269798	Cytophaga hutchinsonii ATCC 33406	strain	1	0	0	7	0	0	2	0
455076	Rhodocytophaga	genus	0	0	0	0	0	0	0	0
2704465	Rhodocytophaga rosea	species	1	8	2	8	0	6	16	8
2896860	Spirosomaceae	family	1	8	1	2	0	0	1	0
105	Runella	genus	0	7	0	3	1	0	3	0
106	Runella slithyformis	species	0	0	0	0	0	0	0	0
761193	Runella slithyformis DSM 19594	strain	21	24	1	76	3	1	31	3
2631759	unclassified Runella	no rank	0	0	0	0	0	0	0	0
2268026	Runella sp. SP2	species	2	2	3	3	5	4	3	1
2259595	Runella rosea	species	1	6	3	21	0	2	4	1
861914	Fibrella	genus	0	0	0	0	0	0	0	0
651143	Fibrella aestuarina	species	0	0	0	0	0	0	0	0
1166018	Fibrella aestuarina BUZ 2	strain	5	2	0	2	1	2	6	0
2620963	unclassified Fibrella	no rank	0	0	0	0	0	0	0	0
1834519	Fibrella sp. ES10-3-2-2	species	2	3	0	1	0	0	2	0
319458	Leadbetterella	genus	0	0	0	0	0	0	0	0
316068	Leadbetterella byssophila	species	0	0	0	0	0	0	0	0
649349	Leadbetterella byssophila DSM 17132	strain	2	5	0	3	0	0	0	0
120831	Dyadobacter	genus	0	0	0	0	0	0	0	0
94254	Dyadobacter fermentans	species	0	0	0	0	0	0	0	0
471854	Dyadobacter fermentans DSM 18053	strain	1	3	2	0	0	0	1	0
563798	Cyclobacteriaceae	family	1	2	6	4	0	5	0	2
68288	Cyclobacterium	genus	3	2	0	2	0	0	0	0
104	Cyclobacterium marinum	species	0	0	0	0	0	0	0	0
880070	Cyclobacterium marinum DSM 745	strain	8	5	0	5	1	0	2	0
320787	Cyclobacterium amurskyense	species	1	1	0	0	1	0	1	1
280472	Aquiflexum	genus	0	0	0	0	0	0	0	0
280473	Aquiflexum balticum	species	0	0	0	0	0	0	0	0
758820	Aquiflexum balticum DSM 16537	strain	6	5	4	4	1	1	3	1
390846	Echinicola	genus	0	0	0	0	0	0	3	0
390884	Echinicola vietnamensis	species	0	0	0	0	0	0	0	0
926556	Echinicola vietnamensis DSM 17526	strain	3	5	2	2	0	0	0	0
2591634	Echinicola soli	species	2	3	1	0	0	0	3	0
1501348	Amoebophilaceae	family	0	1	0	2	0	0	0	0
281119	Candidatus Amoebophilus	genus	0	0	0	0	0	0	0	0
281120	Candidatus Amoebophilus asiaticus	species	0	0	0	0	0	0	0	0
452471	Candidatus Amoebophilus asiaticus 5a2	strain	6	3	3	1	0	3	1	5
273135	Candidatus Cardinium	genus	2	9	2	2	0	4	7	1
247481	Candidatus Cardinium hertigii	species	1	0	0	0	0	0	0	1
2641185	unclassified Candidatus Cardinium	no rank	1	0	0	0	0	0	0	2
2762286	Fulvivirgaceae	family	0	0	0	0	0	0	0	0
1433993	Chryseolinea	genus	0	0	0	0	0	0	0	0
2321403	Chryseolinea soli	species	6	19	3	5	1	9	10	19
396811	Fulvivirga	genus	0	0	0	0	0	0	0	0
2685541	unclassified Fulvivirga	no rank	0	0	0	0	0	0	0	0
2810512	Fulvivirga lutea	species	2	1	0	0	0	0	0	3
200667	Flammeovirgaceae	family	0	0	0	0	0	0	0	0
59739	Flammeovirga	genus	3	8	1	4	1	5	14	5
1937968	Bernardetiaceae	family	0	0	0	0	0	0	0	0
1937972	Bernardetia	genus	0	0	0	0	0	0	0	0
999	Bernardetia litoralis	species	0	0	0	0	0	0	0	0
880071	Bernardetia litoralis DSM 6794	strain	2	0	0	0	0	0	2	1
2762301	Marivirgaceae	family	0	0	0	0	0	0	0	0
869806	Marivirga	genus	0	0	0	0	0	0	0	0
1006	Marivirga tractuosa	species	0	0	0	0	0	0	0	0
643867	Marivirga tractuosa DSM 4126	strain	2	3	0	0	3	1	0	1
1853228	Chitinophagia	class	0	0	0	0	0	0	0	0
1853229	Chitinophagales	order	0	0	0	0	0	0	0	0
563835	Chitinophagaceae	family	122	217	170	115	108	187	97	175
79328	Chitinophaga	genus	0	19	21	4	4	11	7	7
79329	Chitinophaga pinensis	species	0	0	0	0	0	0	0	0
485918	Chitinophaga pinensis DSM 2588	strain	29	2	3	6	1	3	4	6
2029983	Chitinophaga caeni	species	2	0	3	2	3	0	0	0
2703787	Chitinophaga agri	species	2	5	1	3	5	5	6	0
2725414	Chitinophaga oryzae	species	2	1	113	31	59	3	0	1
2619133	unclassified Chitinophaga	no rank	0	5	1	1	0	0	6	1
2829818	Chitinophaga sp. HK235	species	1	2	2	0	1	0	5	2
1860196	Pseudobacter	genus	0	0	0	0	0	0	0	0
661488	Pseudobacter ginsenosidimutans	species	18	17	10	5	9	10	6	8
2698688	Paraflavitalea	genus	0	0	0	0	0	0	0	0
2315862	Paraflavitalea soli	species	11	14	5	13	5	13	29	11
649461	Lacibacter	genus	0	0	0	0	0	0	0	0
2630913	unclassified Lacibacter	no rank	0	0	0	0	0	0	0	0
2760713	Lacibacter sp. S13-6-22	species	8	8	4	6	0	15	4	8
1874621	Panacibacter	genus	0	0	0	0	0	0	0	0
1813871	Panacibacter ginsenosidivorans	species	8	32	2	15	2	7	28	2
354354	Niastella	genus	0	0	0	0	0	0	0	0
354356	Niastella koreensis	species	0	0	0	0	0	0	0	0
700598	Niastella koreensis GR20-10	strain	7	4	2	5	1	6	3	3
1004303	Ferruginibacter	genus	0	4	4	0	0	0	2	2
563172	Ferruginibacter lapsinanis	species	5	6	1	2	1	7	2	0
2647248	unclassified Ferruginibacter	no rank	0	0	0	0	0	0	0	0
2875540	Ferruginibacter albus	species	2	4	3	0	2	0	2	4
649460	Filimonas	genus	0	0	0	0	0	0	0	0
477680	Filimonas lacunae	species	3	5	1	2	1	5	2	6
1769012	Arachidicoccus	genus	2	1	9	1	1	9	0	1
2341117	Arachidicoccus soli	species	1	2	2	0	2	6	3	1
2812019	Pseudocnuella	genus	0	0	0	0	0	0	0	0
2502779	Pseudocnuella soli	species	3	8	6	1	16	49	0	23
2836216	Phnomibacter	genus	0	0	0	0	0	0	0	0
2676868	Phnomibacter ginsenosidimutans	species	3	12	4	9	9	2	8	2
379899	Niabella	genus	0	1	0	5	0	1	2	2
446683	Niabella soli	species	0	0	0	0	0	0	0	0
929713	Niabella soli DSM 19437	strain	2	3	2	5	3	5	0	2
398041	Flavisolibacter	genus	0	0	0	1	0	0	0	0
661481	Flavisolibacter ginsenosidimutans	species	2	8	6	3	4	4	4	7
117747	Sphingobacteriia	class	0	0	0	0	0	0	0	0
200666	Sphingobacteriales	order	0	0	0	0	0	0	0	0
84566	Sphingobacteriaceae	family	16	55	32	48	13	31	37	25
423349	Mucilaginibacter	genus	30	20	13	20	9	11	11	13
1550579	Mucilaginibacter gotjawali	species	2	2	0	0	0	1	1	0
2027860	Mucilaginibacter rubeus	species	2	1	2	8	0	0	3	1
2682091	Mucilaginibacter ginkgonis	species	2	0	0	5	0	0	4	2
423351	Mucilaginibacter paludis	species	0	0	0	0	0	0	0	0
714943	Mucilaginibacter paludis DSM 18603	strain	1	3	1	0	2	0	5	0
2617802	unclassified Mucilaginibacter	no rank	0	0	0	0	0	0	0	0
2728022	Mucilaginibacter robiniae	species	1	0	0	0	0	0	0	0
84567	Pedobacter	genus	13	1	5	7	3	18	13	4
2628915	unclassified Pedobacter	no rank	3	2	0	3	1	0	4	1
2605747	Pedobacter aquae	species	2	4	2	9	0	3	2	2
2714940	Pedobacter sp. HDW13	species	2	1	0	0	0	4	0	0
984	Pedobacter heparinus	species	0	0	0	0	0	0	0	0
485917	Pedobacter heparinus DSM 2366	strain	2	3	30	9	20	2	0	1
336820	Pedobacter roseus	species	2	1	1	1	1	1	0	8
1773450	Anseongella	genus	0	0	0	0	0	0	0	0
496056	Anseongella ginsenosidimutans	species	15	26	20	4	7	26	9	10
28453	Sphingobacterium	genus	0	18	38	14	17	4	8	1
2609468	unclassified Sphingobacterium	no rank	7	0	1	0	3	0	0	3
2713573	Sphingobacterium sp. DR205	species	1	0	0	0	2	6	2	6
376469	Olivibacter	genus	0	0	0	0	0	0	0	0
2632301	unclassified Olivibacter	no rank	0	0	0	0	0	2	1	0
2592345	Olivibacter sp. LS-1	species	6	9	2	14	1	2	18	3
1100069	unclassified Bacteroidetes Order II.	order	0	0	0	0	0	0	0	0
563843	Rhodothermaceae	family	5	29	9	10	1	6	15	20
2893090	Rhodocaloribacter	genus	0	0	0	0	0	0	0	0
2558931	Rhodocaloribacter litoris	species	41	113	113	27	13	33	31	12
29548	Rhodothermus	genus	0	0	0	0	0	0	0	0
29549	Rhodothermus marinus	species	19	32	20	77	17	77	97	100
146918	Salinibacter	genus	0	0	0	0	0	0	0	0
146919	Salinibacter ruber	species	9	36	9	9	4	10	12	12
1937959	Saprospiria	class	0	0	0	0	0	0	0	0
1936988	Saprospirales	order	0	1	0	0	0	0	0	0
1937961	Haliscomenobacteraceae	family	0	0	0	0	0	0	0	0
2349	Haliscomenobacter	genus	0	0	0	0	0	0	0	0
2350	Haliscomenobacter hydrossis	species	0	0	0	0	0	0	0	0
760192	Haliscomenobacter hydrossis DSM 1100	strain	9	34	9	13	3	9	34	10
1090	Chlorobiota	phylum	0	0	0	0	0	0	0	0
191410	Chlorobiia	class	0	0	0	0	0	0	0	0
191411	Chlorobiales	order	0	0	0	0	0	0	0	0
191412	Chlorobiaceae	family	33	52	31	14	6	15	56	16
274493	Chlorobium/Pelodictyon group	no rank	8	12	4	2	3	1	12	4
1099	Pelodictyon	genus	0	12	0	0	2	1	1	0
34090	Pelodictyon phaeoclathratiforme	species	0	0	0	0	0	0	0	0
324925	Pelodictyon phaeoclathratiforme BU-1	strain	70	82	4	6	5	14	29	9
1091	Chlorobium	genus	1	5	0	0	0	0	9	1
1096	Chlorobium phaeobacteroides	species	0	0	0	0	0	0	0	0
290317	Chlorobium phaeobacteroides DSM 266	strain	20	19	6	3	1	9	35	2
1092	Chlorobium limicola	species	0	0	0	0	0	0	0	0
290315	Chlorobium limicola DSM 245	strain	13	10	6	10	2	5	249	4
256319	Chlorobaculum	genus	12	14	11	5	5	11	12	8
1097	Chlorobaculum tepidum	species	0	0	0	0	0	0	0	0
194439	Chlorobaculum tepidum TLS	strain	48	80	43	38	23	65	58	61
274537	Chlorobaculum limnaeum	species	10	12	11	5	0	2	11	4
274539	Chlorobaculum parvum	species	0	0	0	0	0	0	0	0
517417	Chlorobaculum parvum NCIB 8327	strain	8	11	8	0	2	3	4	6
1101	Prosthecochloris	genus	1	0	1	0	0	0	2	0
1102	Prosthecochloris aestuarii	species	0	0	0	0	0	0	0	0
290512	Prosthecochloris aestuarii DSM 271	strain	19	68	35	19	11	4	19	6
2632826	unclassified Prosthecochloris	no rank	0	5	1	0	0	0	0	0
281093	Prosthecochloris sp. GSB1	species	2	8	0	4	0	4	0	1
1868325	Prosthecochloris sp. CIB 2401	species	2	1	4	2	1	1	3	3
1974213	Prosthecochloris sp. HL-130-GSB	species	2	4	0	2	1	10	0	3
100715	Chloroherpeton	genus	0	0	0	0	0	0	0	0
100716	Chloroherpeton thalassium	species	0	0	0	0	0	0	0	0
517418	Chloroherpeton thalassium ATCC 35110	strain	1	0	0	0	2	1	1	4
1134404	Ignavibacteriota	phylum	0	0	0	0	0	0	0	0
795747	Ignavibacteria	class	0	0	0	0	0	0	0	0
795748	Ignavibacteriales	order	38	148	40	93	19	47	120	41
795749	Ignavibacteriaceae	family	0	0	0	0	0	0	0	0
795750	Ignavibacterium	genus	0	0	0	0	0	0	0	0
591197	Ignavibacterium album	species	0	0	0	0	0	0	0	0
945713	Ignavibacterium album JCM 16511	strain	30	85	16	33	15	37	59	26
1334117	Melioribacteraceae	family	0	0	0	0	0	0	0	0
1134403	Melioribacter	genus	0	0	0	0	0	0	0	0
1134405	Melioribacter roseus	species	0	0	0	0	0	0	0	0
1191523	Melioribacter roseus P3M-2	strain	7	16	8	20	7	18	24	12
1853220	Rhodothermota	phylum	0	0	0	0	0	0	0	0
1853222	Rhodothermia	class	0	0	0	0	0	0	0	0
1853224	Rhodothermales	order	0	0	0	0	0	0	0	0
2893043			0	0	0	0	0	0	0	0
2893044	Roseithermus	genus	0	0	0	0	0	0	0	0
2893045	Roseithermus sacchariphilus	species	42	128	139	18	16	33	32	41
1936987	Balneolota	phylum	0	0	0	0	0	0	0	0
2489366			0	0	0	0	0	0	0	0
2489367	Cyclonatronum	genus	0	0	0	0	0	0	0	0
1457365	Cyclonatronum proteinivorum	species	3	6	0	0	0	1	1	2
142182	Gemmatimonadota	phylum	0	0	0	0	0	0	0	0
219685	Gemmatimonadetes	class	0	0	0	0	0	0	0	0
219686	Gemmatimonadales	order	0	0	0	0	0	0	0	0
219687	Gemmatimonadaceae	family	19	116	46	21	5	15	17	20
173479	Gemmatimonas	genus	33	95	57	62	10	37	23	14
2732249	Gemmatimonas groenlandica	species	108	103	51	263	15	27	52	10
173480	Gemmatimonas aurantiaca	species	0	0	0	0	0	0	0	0
379066	Gemmatimonas aurantiaca T-27	strain	16	32	17	15	4	15	9	14
1379270	Gemmatimonas phototrophica	species	11	16	16	13	4	0	21	4
1706036	Gemmatirosa	genus	0	0	0	0	0	0	0	0
861299	Gemmatirosa kalamazoonensis	species	31	228	112	59	15	72	60	63
65842	Fibrobacterota	phylum	0	0	0	0	0	0	0	0
204430	Fibrobacteria	class	0	0	0	0	0	0	0	0
218872	Fibrobacterales	order	0	0	0	0	0	0	0	0
204431	Fibrobacteraceae	family	0	0	0	0	0	0	0	0
832	Fibrobacter	genus	0	0	0	0	0	0	0	0
833	Fibrobacter succinogenes	species	0	0	0	0	0	0	0	0
834	Fibrobacter succinogenes subsp. succinogenes	subspecies	0	0	0	0	0	0	0	0
59374	Fibrobacter succinogenes subsp. succinogenes S85	strain	2	3	0	3	0	1	1	3
456828	Candidatus Cloacimonadota	phylum	0	0	0	0	0	0	0	0
456826	Candidatus Cloacimonas	genus	0	0	0	0	0	0	0	0
456827	Candidatus Cloacimonas acidaminovorans	species	0	0	0	0	0	0	0	0
459349	Candidatus Cloacimonas acidaminovorans str. Evry	strain	2	29	5	14	2	46	32	61
57723	Acidobacteriota	phylum	215	428	351	345	118	498	408	480
204432	Terriglobia	class	106	143	185	100	76	187	188	141
204433	Terriglobales	order	0	0	0	0	0	0	0	0
204434	Acidobacteriaceae	family	227	507	396	375	163	453	414	504
940557	Granulicella	genus	5	26	7	7	3	16	14	10
940614	Granulicella mallensis	species	0	0	0	0	0	0	0	0
682795	Granulicella mallensis MP5ACTX8	strain	12	9	11	6	6	13	11	18
940615	Granulicella tundricola	species	0	0	0	0	0	0	0	0
1198114	Granulicella tundricola MP5ACTX9	strain	11	8	10	5	1	11	10	9
2621151	unclassified Granulicella	no rank	0	4	0	1	0	1	0	1
2602070	Granulicella sp. WH15	species	7	10	7	2	1	11	9	14
1617967	Granulicella sp. 5B5	species	2	26	9	4	8	9	8	8
658061	Candidatus Koribacter	genus	0	0	0	0	0	0	0	0
658062	Candidatus Koribacter versatilis	species	0	0	0	0	0	0	0	0
204669	Candidatus Koribacter versatilis Ellin345	isolate	30	47	26	34	24	58	45	68
33973	Acidobacterium	genus	4	2	9	8	3	3	7	10
33075	Acidobacterium capsulatum	species	0	0	0	0	0	0	0	0
240015	Acidobacterium capsulatum ATCC 51196	strain	15	28	13	22	27	32	30	41
2625945	unclassified Acidobacterium	no rank	0	0	0	0	0	0	0	0
2763107	Alloacidobacterium dinghuense	species	5	12	13	9	1	6	12	5
392733	Terriglobus	genus	1	4	12	6	2	16	12	13
1592106	Terriglobus albidus	species	12	11	14	10	11	14	16	30
392734	Terriglobus roseus	species	5	4	7	1	0	5	6	4
926566	Terriglobus roseus DSM 18391	strain	1	15	5	14	0	3	7	7
870903	Terriglobus saanensis	species	0	0	0	0	0	0	0	0
401053	Terriglobus saanensis SP1PR4	strain	5	19	10	3	3	8	5	12
388463	Edaphobacter	genus	0	0	0	0	0	0	0	0
2637509	unclassified Edaphobacter	no rank	0	0	0	0	0	3	0	0
2703788	Edaphobacter sp. 12200R-103	species	10	3	7	38	1	20	29	27
2608728	Acidisarcina	genus	0	0	0	0	0	0	0	0
2211140	Acidisarcina polymorpha	species	7	21	13	15	2	14	17	25
332160	Bryobacterales	order	0	0	0	0	0	0	0	0
1962910	Bryobacteraceae	family	0	0	0	0	0	0	0	0
1649475	Paludibaculum	genus	0	0	0	0	0	0	0	0
1473598	Paludibaculum fermentans	species	280	505	526	313	223	369	470	420
1562566	Blastocatellia	class	0	0	0	0	0	0	0	0
458032	Chloracidobacterium	genus	94	288	217	72	61	167	136	176
2851959	Chloracidobacterium aggregatum	species	38	71	51	52	42	39	56	46
2821542	Chloracidobacterium sp. MS 40/45	strain	2	3	3	0	0	5	2	6
2821539	Chloracidobacterium sp. A	strain	1	9	0	0	1	0	0	0
2821543	Chloracidobacterium validum	species	5	27	24	7	17	15	8	8
2638326	unclassified Chloracidobacterium	no rank	0	0	0	0	0	0	0	0
2821536	Chloracidobacterium sp. D	species	3	8	2	24	2	0	18	3
1813735	Vicinamibacteria	class	0	0	0	0	0	0	0	0
2211325	Vicinamibacteraceae	family	0	0	0	0	0	0	0	0
2004797	Luteitalea	genus	0	0	0	0	0	0	0	0
1855912	Luteitalea pratensis	species	124	611	226	121	67	153	137	139
203691	Spirochaetota	phylum	0	0	0	0	0	0	0	0
203692	Spirochaetia	class	93	210	136	148	28	97	228	123
136	Spirochaetales	order	348	865	556	618	156	530	929	422
137	Spirochaetaceae	family	8	17	15	6	5	10	11	23
146	Spirochaeta	genus	7	2	9	11	2	8	11	13
154	Spirochaeta thermophila	species	65	104	127	40	54	66	82	49
665571	Spirochaeta thermophila DSM 6192	strain	4	6	3	6	0	9	5	2
869211	Spirochaeta thermophila DSM 6578	strain	2	9	6	3	1	2	4	7
46355	Spirochaeta africana	species	0	0	0	0	0	0	0	0
889378	Spirochaeta africana DSM 8902	strain	2	11	6	3	1	6	9	8
1911556	Sediminispirochaeta	genus	0	0	0	0	0	0	0	0
55206	Sediminispirochaeta smaragdinae	species	0	0	0	0	0	0	0	0
573413	Sediminispirochaeta smaragdinae DSM 11293	strain	25	35	27	17	11	27	23	14
1616789	Salinispira	genus	0	0	0	0	0	0	0	0
1307761	Salinispira pacifica	species	17	9	34	14	12	36	7	30
2792240	Thiospirochaeta	genus	0	0	0	0	0	0	0	0
252967	Thiospirochaeta perfilievii	species	3	8	12	9	15	23	7	19
2035349	Oceanispirochaeta	genus	0	0	0	0	0	0	0	0
2518645	Oceanispirochaeta crateris	species	2	0	0	6	0	6	4	2
2845253	Treponemataceae	family	0	0	0	0	0	0	0	0
157	Treponema	genus	85	230	149	123	42	84	193	74
215591	Gracilinema caldarium	species	0	0	0	0	0	0	0	0
744872	Gracilinema caldarium DSM 7334	strain	9	25	17	10	5	4	2	5
53419	Treponema socranskii	species	0	0	0	0	0	0	0	0
69713	Treponema socranskii subsp. buccale	subspecies	5	12	0	1	1	2	6	0
2638727	unclassified Treponema	no rank	3	0	0	4	0	0	3	2
409322	Treponema pedis	species	1	3	0	0	0	0	0	0
88058	Treponema primitia	species	0	0	0	0	0	0	0	0
