taxonomy_id	name	rank	LS-67	LS-35	LS-55	LS-65	LS-76	LS-93	LS-63	LS-85
1137960	Allokutzneria	genus	0	0	0	0	0	0	0	0
211114	Allokutzneria albata	species	131	11	0	70	2	5	25	15
1813	Amycolatopsis	genus	22	55	47	28	34	62	33	89
2618356	unclassified Amycolatopsis	no rank	1	11	4	1	2	7	26	26
2745196	Amycolatopsis sp. CA-230715	species	4	3	3	0	0	3	6	5
1896961	Amycolatopsis sp. AA4	species	3	9	1	0	0	3	4	9
1911175	Amycolatopsis sp. BJA-103	species	3	1	0	0	0	0	0	4
2778070	Amycolatopsis sp. FDAARGOS 1241	species	3	8	4	4	0	3	13	12
2865832	Amycolatopsis sp. DSM 110486	species	3	4	2	2	0	9	5	17
2742131	Amycolatopsis sp. Hca4	species	2	1	1	2	7	12	1	13
2842453	Amycolatopsis aidingensis	species	1	5	0	7	0	4	1	2
1804986	Amycolatopsis albispora	species	12	10	16	3	27	15	3	10
33910	Amycolatopsis mediterranei	species	3	12	4	6	4	8	8	6
2893673	Amycolatopsis japonica group	species group	0	1	3	0	0	0	0	2
129921	Amycolatopsis keratiniphila	species	2	0	2	2	0	0	0	1
208439	Amycolatopsis japonica	species	1	0	0	0	0	0	0	0
1835	Saccharopolyspora	genus	14	24	11	21	4	25	14	45
333966	Saccharopolyspora pogona	species	14	20	26	12	14	41	10	44
1836	Saccharopolyspora erythraea	species	9	5	6	4	2	11	4	24
60894	Saccharopolyspora spinosa	species	2	10	0	6	1	5	6	22
2646250	unclassified Saccharopolyspora	no rank	0	0	0	0	0	0	0	0
2719023	Saccharopolyspora sp. ASAGF58	species	1	4	0	3	1	3	11	18
1851	Saccharomonospora	genus	1	8	0	2	2	2	8	19
1852	Saccharomonospora viridis	species	0	0	0	0	0	0	0	0
471857	Saccharomonospora viridis DSM 43017	strain	15	20	6	46	8	48	53	212
40990	Saccharomonospora glauca	species	0	0	0	0	0	0	0	0
928724	Saccharomonospora glauca K62	strain	10	37	3	18	12	6	32	49
632569	Saccharomonospora marina	species	0	0	0	0	0	0	0	0
882083	Saccharomonospora marina XMU15	strain	5	5	1	2	0	1	4	9
40989	Saccharomonospora cyanea	species	0	0	0	0	0	0	0	0
882082	Saccharomonospora cyanea NA-134	strain	2	11	0	0	0	1	0	2
75294	Saccharomonospora xinjiangensis	species	2	1	0	0	4	1	9	2
40988	Saccharomonospora azurea	species	0	0	0	0	0	0	0	0
882081	Saccharomonospora azurea NA-128	strain	1	23	1	10	1	16	5	19
2029	Kibdelosporangium	genus	0	0	0	0	0	0	0	0
860235	Kibdelosporangium phytohabitans	species	10	19	23	7	16	21	23	8
65496	Actinoalloteichus	genus	3	14	5	5	3	9	14	1
1470176	Actinoalloteichus hoggarensis	species	4	0	1	0	0	0	2	2
340345	Actinoalloteichus hymeniacidonis	species	1	0	0	0	3	5	0	6
142577	Prauserella	genus	0	0	0	0	0	0	0	0
530584	Prauserella marina	species	7	3	2	6	17	13	2	6
43356	Kutzneria	genus	0	4	1	0	0	0	1	0
2621979	unclassified Kutzneria	no rank	0	0	0	0	0	0	0	0
2802641	Kutzneria sp. CA-103260	species	4	8	3	3	11	11	7	16
43357	Kutzneria albida	species	0	0	0	0	0	0	0	0
1449976	Kutzneria albida DSM 43870	strain	2	8	7	3	8	2	8	9
2071	Saccharothrix	genus	0	1	0	0	0	1	5	0
103731	Saccharothrix espanaensis	species	0	0	0	0	0	0	0	0
1179773	Saccharothrix espanaensis DSM 44229	strain	2	8	1	4	1	9	13	6
2593673	unclassified Saccharothrix	no rank	0	0	0	0	0	0	0	0
2781735	Saccharothrix sp. 6-C	species	2	2	4	6	2	2	3	7
103733	Saccharothrix syringae	species	1	3	2	4	0	5	6	5
165301	Lentzea	genus	0	0	0	0	0	0	0	0
1586287	Lentzea guizhouensis	species	5	4	4	4	3	14	13	12
40566	Actinosynnema	genus	3	2	3	5	3	2	5	2
42197	Actinosynnema pretiosum	species	0	2	5	1	0	0	3	1
103721	Actinosynnema pretiosum subsp. pretiosum	subspecies	1	3	0	0	0	0	0	0
85012	Streptosporangiales	order	112	142	142	61	96	205	156	241
2004	Streptosporangiaceae	family	44	64	16	58	32	149	162	321
2000	Streptosporangium	genus	44	54	20	71	44	140	168	309
2632669	unclassified Streptosporangium	no rank	0	0	0	0	0	0	0	0
2202249	Streptosporangium sp. 'caverna'	species	76	68	24	87	64	233	460	410
2001	Streptosporangium roseum	species	0	0	0	0	0	0	0	0
479432	Streptosporangium roseum DSM 43021	strain	50	54	17	74	23	127	200	302
83681	Nonomuraea	genus	25	52	30	31	26	95	66	172
93944	Nonomuraea gerenzanensis	species	14	5	6	4	7	28	14	33
404386	Nonomuraea coxensis	species	0	0	0	0	0	0	0	0
1122611	Nonomuraea coxensis DSM 45129	strain	8	21	5	11	9	22	42	52
2656914	Nonomuraea phyllanthi	species	5	3	5	5	4	22	10	36
2593643	unclassified Nonomuraea	no rank	0	0	0	0	0	0	0	0
1909395	Nonomuraea sp. ATCC 55076	species	4	8	8	3	0	13	8	30
147067	Thermobispora	genus	0	0	0	0	0	0	0	0
2006	Thermobispora bispora	species	7	31	0	14	68	273	17	481
2012	Thermomonosporaceae	family	8	1	6	21	5	42	17	42
1988	Actinomadura	genus	4	29	65	10	19	66	14	38
2626254	unclassified Actinomadura	no rank	6	23	2	6	3	7	4	20
1219491	Actinomadura sp. WMMB 499	species	4	4	1	4	3	17	8	3
2591108	Actinomadura sp. WMMA1423	species	4	3	3	5	2	3	5	12
2742128	Actinomadura sp. NAK00032	species	2	13	5	6	1	9	12	4
46165	Actinomadura verrucosospora	species	4	11	10	2	5	7	8	20
2019	Thermomonospora	genus	0	6	6	6	0	5	3	9
1411117	Thermomonospora amylolytica	species	14	16	28	6	11	14	17	38
2020	Thermomonospora curvata	species	0	0	0	0	0	0	0	0
471852	Thermomonospora curvata DSM 43183	strain	6	17	2	11	6	36	11	165
83676	Nocardiopsaceae	family	2	6	8	0	5	3	4	1
2013	Nocardiopsis	genus	4	3	22	3	5	7	3	5
2649073	unclassified Nocardiopsis	no rank	0	3	0	1	0	0	2	0
2831968	Nocardiopsis akebiae	species	1	1	1	0	3	3	3	0
2865672	Nocardiopsis sp. MT53	species	1	6	2	0	2	1	4	3
2014	Nocardiopsis dassonvillei	species	1	0	3	2	2	2	2	0
53437	Nocardiopsis alba	species	0	0	0	0	0	0	0	0
1205910	Nocardiopsis alba ATCC BAA-2165	strain	1	3	4	6	2	1	2	1
280236	Nocardiopsis gilva	species	0	0	0	0	0	0	0	0
1235441	Nocardiopsis gilva YIM 90087	strain	1	1	1	1	2	5	6	4
104204	Streptomonospora	genus	0	0	0	0	0	0	0	0
2635841	unclassified Streptomonospora	no rank	0	0	0	0	0	0	0	0
2498135	Streptomonospora litoralis	species	4	3	9	2	3	3	3	5
2037	Actinomycetales	order	0	0	0	0	0	0	0	0
2049	Actinomycetaceae	family	45	55	63	48	27	48	60	36
1654	Actinomyces	genus	59	56	28	75	24	67	94	59
2609248	unclassified Actinomyces	no rank	2	2	2	2	1	4	2	2
712116	Actinomyces sp. oral taxon 169	species	9	2	5	1	16	19	0	3
712122	Actinomyces sp. oral taxon 414	species	8	1	1	0	1	3	0	2
2079536	Actinomyces sp. Z16	species	5	0	21	0	11	7	1	4
2708340	Actinomyces sp. zg-332	species	1	0	0	0	0	0	1	0
52774	Actinomyces slackii	species	4	0	1	0	0	0	0	0
2744574	Actinomyces respiraculi	species	2	1	0	0	0	0	2	2
2560010	Actinomyces procaprae	species	2	4	3	0	0	9	0	0
1656	Actinomyces viscosus	species	1	0	0	0	0	2	0	1
52771	Actinomyces howellii	species	1	3	2	1	0	7	3	1
2737173	Actinomyces marmotae	species	1	0	0	1	0	0	0	0
1960083	Actinomyces gaoshouyii	species	1	0	2	0	0	0	0	1
2057800	Actinomyces qiguomingii	species	1	0	2	0	0	0	0	0
2529408	Schaalia	genus	0	2	1	0	0	0	2	4
1660	Schaalia odontolytica	species	3	5	1	4	0	0	4	0
181487	Schaalia cardiffensis	species	0	0	0	0	0	0	0	0
888050	Schaalia cardiffensis F0333	strain	2	4	2	0	0	1	2	3
1522056	Flaviflexus	genus	4	0	0	2	1	2	5	5
1653174	Actinotignum	genus	0	0	0	0	0	0	0	0
59505	Actinotignum schaalii	species	4	1	0	5	0	1	0	0
2767318	Boudabousia	genus	0	0	0	0	0	0	0	0
1912795	Boudabousia tangfeifanii	species	4	0	0	0	0	1	4	0
1069494	Trueperella	genus	0	2	0	1	0	0	0	0
2733571	Trueperella pecoris	species	3	0	0	0	2	0	2	4
2050	Mobiluncus	genus	0	0	0	0	0	0	0	0
2051	Mobiluncus curtisii	species	2	2	0	0	0	0	0	0
28263	Arcanobacterium	genus	0	0	0	0	0	0	0	0
28264	Arcanobacterium haemolyticum	species	1	0	0	0	0	0	0	0
2631020	unclassified Arcanobacterium	no rank	0	0	0	0	0	0	0	0
2722751	Arcanobacterium buesumense	species	1	0	0	0	0	0	0	0
76833	Actinobaculum	genus	0	0	0	0	0	0	0	0
2609299	unclassified Actinobaculum	no rank	0	0	0	0	0	0	0	0
2495645	Actinobaculum sp. 313	species	2	0	0	1	0	1	0	1
2767327	Fannyhessea	genus	0	0	0	0	0	0	0	0
82135	Fannyhessea vaginae	species	2	12	3	7	2	0	3	2
2740557	Pauljensenia	genus	0	0	0	0	0	0	0	0
178339	Pauljensenia hongkongensis	species	1	0	7	0	0	5	3	9
85013	Frankiales	order	0	0	0	0	0	0	0	0
74712	Frankiaceae	family	0	0	0	0	0	0	0	0
1854	Frankia	genus	35	64	56	32	50	109	75	143
2632575	unclassified Frankia	no rank	1	1	12	1	6	4	5	5
1858	Frankia sp. ArI3	species	11	5	14	6	7	13	5	18
710111	Frankia sp. QA3	species	6	19	12	7	6	11	7	17
106370	Frankia casuarinae	species	10	6	3	12	6	19	17	16
298654	Pseudofrankia inefficax	species	9	17	14	18	25	77	36	76
1859	Frankia alni	species	0	0	0	0	0	0	0	0
326424	Frankia alni ACN14a	strain	2	0	2	2	4	5	4	10
2716812	Candidatus Protofrankia datiscae	species	2	9	9	7	1	11	9	21
1643682	Geodermatophilales	order	0	0	0	0	0	0	0	0
85030	Geodermatophilaceae	family	8	18	15	7	9	11	11	16
1860	Geodermatophilus	genus	0	0	0	0	0	0	0	0
1861	Geodermatophilus obscurus	species	0	0	0	0	0	0	0	0
526225	Geodermatophilus obscurus DSM 43160	strain	36	43	44	31	48	37	48	60
88138	Modestobacter	genus	0	0	0	0	0	0	0	0
477641	Modestobacter marinus	species	9	21	2	8	4	20	7	28
38501	Blastococcus	genus	0	0	0	0	0	0	0	0
138336	Blastococcus saxobsidens	species	0	0	0	0	0	0	0	0
1146883	Blastococcus saxobsidens DD2	strain	8	8	11	3	1	9	5	14
1217098	Jiangellales	order	0	0	0	0	0	0	0	0
1217100	Jiangellaceae	family	0	0	0	0	0	0	0	0
281472	Jiangella	genus	22	25	40	8	8	7	11	17
2624397	unclassified Jiangella	no rank	0	0	0	0	0	0	0	0
1798224	Jiangella sp. DSM 45060	species	8	16	25	0	9	12	17	16
419479	Jiangella alkaliphila	species	7	7	20	6	3	17	14	10
1643684	Nakamurellales	order	0	0	0	0	0	0	0	0
85031	Nakamurellaceae	family	0	0	0	0	0	0	0	0
53460	Nakamurella	genus	7	1	3	0	1	4	1	8
2618968	unclassified Nakamurella	no rank	0	0	0	0	0	0	0	0
2762325	Nakamurella sp. PAMC28650	species	9	4	16	0	8	13	4	22
1902245	Nakamurella antarctica	species	6	3	1	1	0	3	3	1
53461	Nakamurella multipartita	species	0	0	0	0	0	0	0	0
479431	Nakamurella multipartita DSM 44233	strain	12	11	95	13	16	40	24	29
85004	Bifidobacteriales	order	0	0	0	0	0	0	0	0
31953	Bifidobacteriaceae	family	0	0	3	2	1	0	0	2
1678	Bifidobacterium	genus	14	44	16	15	8	22	10	32
216816	Bifidobacterium longum	species	5	1	0	0	0	2	0	5
1679	Bifidobacterium longum subsp. longum	subspecies	1	4	0	1	0	0	1	1
1682	Bifidobacterium longum subsp. infantis	subspecies	0	0	0	0	0	0	0	0
565040	Bifidobacterium longum subsp. infantis 157F	strain	1	0	0	0	0	0	0	0
78448	Bifidobacterium pullorum	species	0	0	0	0	0	0	0	0
78344	Bifidobacterium pullorum subsp. gallinarum	subspecies	5	2	0	0	0	0	0	0
1684	Bifidobacterium asteroides	species	1	1	3	1	2	0	2	0
196082	Parascardovia	genus	0	0	0	0	0	0	0	0
78258	Parascardovia denticolens	species	0	0	0	0	0	0	0	0
864564	Parascardovia denticolens DSM 10105 = JCM 12538	strain	3	0	2	13	1	0	2	1
2805415	Jatrophihabitantales	order	0	0	0	0	0	0	0	0
2805416	Jatrophihabitantaceae	family	0	0	0	0	0	0	0	0
1434010	Jatrophihabitans	genus	0	0	0	0	0	0	0	0
2629395	unclassified Jatrophihabitans	no rank	0	0	0	0	0	0	0	0
1907575	Jatrophihabitans sp. GAS493	species	15	4	10	5	4	23	4	20
414714	Catenulisporales	order	0	0	0	0	0	0	0	0
414877	Catenulisporaceae	family	0	0	0	0	0	0	0	0
414878	Catenulispora	genus	0	0	0	0	0	0	0	0
304895	Catenulispora acidiphila	species	0	0	0	0	0	0	0	0
479433	Catenulispora acidiphila DSM 44928	strain	13	25	63	21	17	75	32	26
2495578	Sporichthyales	order	0	0	0	0	0	0	0	0
85033	Sporichthyaceae	family	0	0	0	0	0	0	0	0
2078948	Epidermidibacterium	genus	0	0	0	0	0	0	0	0
1891644	Epidermidibacterium keratini	species	7	6	13	0	7	8	2	6
1643683	Acidothermales	order	0	0	0	0	0	0	0	0
85032	Acidothermaceae	family	0	0	0	0	0	0	0	0
28048	Acidothermus	genus	0	0	0	0	0	0	0	0
28049	Acidothermus cellulolyticus	species	0	0	0	0	0	0	0	0
351607	Acidothermus cellulolyticus 11B	strain	4	2	14	0	0	7	1	3
622450	Actinopolysporales	order	0	0	0	0	0	0	0	0
622451	Actinopolysporaceae	family	0	0	0	0	0	0	0	0
1849	Actinopolyspora	genus	0	0	0	0	0	0	0	0
414996	Actinopolyspora erythraea	species	2	3	1	2	3	1	1	1
622452	Kineosporiales	order	0	0	0	0	0	0	0	0
83778	Kineosporiaceae	family	0	0	0	0	0	0	0	0
33981	Kineococcus	genus	0	0	0	0	0	0	0	0
131568	Kineococcus radiotolerans	species	0	0	0	0	0	0	0	0
266940	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	strain	1	8	2	7	3	4	12	22
84992	Acidimicrobiia	class	0	0	0	0	0	0	0	0
84993	Acidimicrobiales	order	191	399	318	54	306	311	72	136
633392	Iamiaceae	family	527	899	1022	124	1018	1114	140	442
1648491	Aquihabitans	genus	0	0	0	0	0	0	0	0
2633173	unclassified Aquihabitans	no rank	93	160	265	40	187	205	23	79
2884263	Aquihabitans sp. Kera 3	species	211	676	863	60	388	433	52	190
2849779	Aquihabitans sp. G128	species	104	218	214	27	166	171	23	84
2789775	Actinomarinicola	genus	0	0	0	0	0	0	0	0
2789776	Actinomarinicola tropica	species	116	154	145	41	228	241	49	94
467975	Iamia	genus	0	0	0	0	0	0	0	0
2624035	unclassified Iamia	no rank	0	0	0	0	0	0	0	0
2722752	Iamia sp. SCSIO 61187	species	98	172	180	48	150	143	38	74
2448023	Ilumatobacteraceae	family	0	0	0	0	0	0	0	0
682522	Ilumatobacter	genus	0	0	0	0	0	0	0	0
467094	Ilumatobacter coccineus	species	0	0	0	0	0	0	0	0
1313172	Ilumatobacter coccineus YM16-304	strain	51	259	129	10	50	94	42	21
84994	Acidimicrobiaceae	family	0	0	0	0	0	0	0	0
53634	Acidimicrobium	genus	0	0	0	0	0	0	0	0
53635	Acidimicrobium ferrooxidans	species	0	0	0	0	0	0	0	0
525909	Acidimicrobium ferrooxidans DSM 10331	strain	9	11	12	4	17	16	16	13
1497346	Thermoleophilia	class	114	265	132	90	67	167	122	218
588673	Solirubrobacterales	order	0	0	0	0	0	0	0	0
320583	Conexibacteraceae	family	0	0	0	0	0	0	0	0
191494	Conexibacter	genus	64	338	190	94	98	199	180	365
2627773	unclassified Conexibacter	no rank	0	0	0	0	0	0	0	0
2812560	Conexibacter sp. SYSU D00693	species	131	442	191	102	96	249	197	429
191495	Conexibacter woesei	species	0	0	0	0	0	0	0	0
469383	Conexibacter woesei DSM 14684	strain	108	489	320	178	92	390	421	602
2843198	Miltoncostaeales	order	0	0	0	0	0	0	0	0
2843199	Miltoncostaeaceae	family	0	0	0	0	0	0	0	0
2843200	Miltoncostaea	genus	136	283	286	86	87	99	165	103
2843216	Miltoncostaea oceani	species	85	284	184	81	71	74	138	104
2843215	Miltoncostaea marina	species	76	264	185	86	69	60	148	94
84995	Rubrobacteria	class	0	0	0	0	0	0	0	0
84996	Rubrobacterales	order	2	13	12	3	3	7	7	8
84997	Rubrobacteraceae	family	0	0	0	0	0	0	0	0
42255	Rubrobacter	genus	91	113	60	72	45	151	123	120
49319	Rubrobacter xylanophilus	species	18	50	19	23	5	31	21	44
266117	Rubrobacter xylanophilus DSM 9941	strain	10	16	8	4	1	7	11	7
2653851	Rubrobacter tropicus	species	22	27	20	15	12	32	32	63
42256	Rubrobacter radiotolerans	species	9	23	8	6	2	2	10	10
2653852	Rubrobacter marinus	species	8	22	17	2	4	9	17	13
2600303	Baekduiaceae	family	0	0	0	0	0	0	0	0
2600304	Baekduia	genus	0	0	0	0	0	0	0	0
496014	Baekduia soli	species	70	268	147	48	60	174	142	276
84998	Coriobacteriia	class	75	305	159	49	120	120	69	102
1643822	Eggerthellales	order	0	0	0	0	0	0	0	0
1643826	Eggerthellaceae	family	38	297	160	44	113	92	60	103
447020	Adlercreutzia	genus	6	13	9	12	12	4	6	3
446660	Adlercreutzia equolifaciens	species	0	3	0	0	4	1	0	1
394340	Adlercreutzia equolifaciens subsp. celatus	subspecies	2	0	0	0	0	0	2	0
644652	Gordonibacter	genus	2	20	5	2	1	7	5	9
1335613	Gordonibacter urolithinfaciens	species	3	3	1	4	1	1	1	0
84111	Eggerthella	genus	0	9	0	0	1	4	2	8
2648737	unclassified Eggerthella	no rank	0	0	0	0	0	0	0	0
502558	Eggerthella sp. YY7918	species	3	2	0	0	0	0	0	1
2690837	Eggerthella guodeyinii	species	1	18	8	11	1	7	12	24
2815775	Berryella	genus	0	0	0	0	0	0	0	0
1531429	Berryella intestinalis	species	4	0	1	1	1	6	0	6
84999	Coriobacteriales	order	9	51	13	11	11	15	8	23
1643824	Atopobiaceae	family	20	54	39	11	34	30	9	21
133925	Olsenella	genus	3	6	8	7	2	2	2	9
2638792	unclassified Olsenella	no rank	4	1	1	1	0	0	1	7
2779519	Thermophilibacter immobilis	species	3	5	1	1	0	1	3	1
712411	Olsenella sp. oral taxon 807	species	1	3	2	2	0	5	2	1
1805478	Olsenella timonensis	species	4	13	3	3	0	5	3	4
2082587	Parolsenella	genus	7	8	1	2	0	8	0	2
2767353	Lancefieldella	genus	0	0	0	0	0	0	0	0
1382	Lancefieldella parvula	species	0	0	0	0	0	0	0	0
521095	Lancefieldella parvula DSM 20469	strain	2	7	3	0	1	6	1	0
84107	Coriobacteriaceae	family	0	0	0	0	5	2	0	0
102106	Collinsella	genus	1	2	4	1	2	2	3	0
908620	Nitriliruptoria	class	7	21	2	0	2	5	7	10
908621	Euzebyales	order	0	0	0	0	0	0	0	0
908622	Euzebyaceae	family	0	0	0	0	0	0	0	0
908623	Euzebya	genus	0	0	0	0	0	0	0	0
1608957	Euzebya pacifica	species	12	11	8	13	13	6	8	8
1747768	Egibacterales	order	0	0	0	0	0	0	0	0
1747769	Egibacteraceae	family	0	0	0	0	0	0	0	0
1747770	Egibacter	genus	0	0	0	0	0	0	0	0
1670831	Egibacter rhizosphaerae	species	5	33	12	4	3	26	6	19
1755823	Egicoccales	order	0	0	0	0	0	0	0	0
1755824	Egicoccaceae	family	0	0	0	0	0	0	0	0
1755825	Egicoccus	genus	0	0	0	0	0	0	0	0
1670830	Egicoccus halophilus	species	4	29	11	13	3	11	15	10
1798711	Cyanobacteriota/Melainabacteria group	clade	0	0	0	0	0	0	0	0
1117	Cyanobacteriota	phylum	3605	2269	2737	1943	1762	3162	1816	2354
1161	Nostocales	order	12379	919	645	16801	411	690	17967	631
1162	Nostocaceae	family	412	40	48	777	41	112	866	109
1163	Anabaena	genus	141	0	2	228	0	1	259	0
2619674	unclassified Anabaena	no rank	550	10	12	563	18	15	641	3
1647413	Anabaena sp. WA102	species	8012	34	11	8179	23	20	9597	6
46234	Anabaena sp. 90	species	1607	93	14	789	35	31	888	19
1165	Anabaena cylindrica	species	0	0	0	0	0	0	0	0
272123	Anabaena cylindrica PCC 7122	strain	235	9	12	317	2	2	430	5
1177	Nostoc	genus	111	84	79	246	30	79	208	59
2593658	unclassified Nostoc	no rank	28	27	21	98	9	28	85	20
2572090	Nostoc sp. TCL240-02	species	47	6	4	21	3	0	11	1
28072	Nostoc sp. PCC 7524	species	13	8	5	9	0	5	9	13
1869241	Nostoc sp. CENA543	species	11	0	2	94	2	0	80	3
2764711	Nostoc sp. MS1	species	11	0	0	3	0	0	3	1
1261031	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	species	10	5	4	4	2	6	3	0
2576902	Nostoc sp. C052	species	6	8	0	11	3	9	5	1
2814655	Nostoc sp. UHCC 0702	species	6	1	4	6	0	7	15	14
317936	Nostoc sp. PCC 7107	species	3	4	2	1	0	0	2	0
2576904	Nostoc sp. TCL26-01	species	3	0	1	6	0	1	11	0
76335	Nostoc sp. ATCC 53789	species	2	2	0	5	2	1	7	0
2576903	Nostoc sp. C057	species	2	1	2	3	0	4	1	2
1618022	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	species	1	1	1	0	1	2	14	0
2005458	Nostoc sp. NIES-4103	species	1	14	1	0	2	16	1	15
446679	Nostoc sphaeroides	species	12	2	5	10	0	1	5	2
2653204	Nostoc sphaeroides CCNUC1	strain	6	0	2	9	0	17	3	2
264686	Nostoc edaphicum	species	0	0	0	0	0	0	0	0
1472755	Nostoc edaphicum CCNP1411	strain	8	11	8	11	4	11	16	1
92942	Nostoc linckia	species	0	0	0	0	0	0	0	0
1091006	Nostoc linckia NIES-25	strain	3	2	0	2	2	5	2	1
224012	Nostoc piscinale	species	0	0	0	0	0	0	0	0
224013	Nostoc piscinale CENA21	strain	3	1	0	0	0	1	5	1
272131	Nostoc punctiforme	species	0	0	0	0	0	0	0	0
63737	Nostoc punctiforme PCC 73102	strain	2	14	7	0	0	5	7	1
374162	Nostoc carneum	species	0	0	0	0	0	0	0	0
1973483	Nostoc carneum NIES-2107	strain	1	0	1	1	0	0	2	0
1306274	Nostoc flagelliforme	species	0	0	0	0	0	0	0	0
2038116	Nostoc flagelliforme CCNUN1	strain	1	5	2	23	0	2	26	9
264688	Trichormus	genus	0	0	0	0	0	0	0	0
1164	Trichormus azollae	species	0	0	0	0	0	0	0	0
551115	'Nostoc azollae' 0708	strain	25	0	4	34	1	10	56	4
56106	Cylindrospermum	genus	0	0	0	0	0	0	0	0
142864	Cylindrospermum stagnale	species	0	0	0	0	0	0	0	0
56107	Cylindrospermum stagnale PCC 7417	strain	16	3	0	15	2	1	19	1
98443	Richelia	genus	0	0	0	0	0	0	0	0
1357545	Richelia sinica	species	0	0	0	0	0	0	0	0
1357546	Richelia sinica FACHB-800	strain	12	0	0	28	2	2	19	0
1892259	Aphanizomenonaceae	family	273	12	0	509	8	6	551	0
748770	Dolichospermum	genus	2507	82	3	1643	67	29	1750	9
136073	Dolichospermum compactum	species	0	0	0	0	0	0	0	0
1973481	Dolichospermum compactum NIES-806	strain	1747	30	20	8109	37	28	9020	0
2622029	unclassified Dolichospermum	no rank	0	0	0	0	0	0	0	0
1914871	Dolichospermum sp. UHCC 0315A	species	1740	72	1	720	35	18	780	9
1166	Dolichospermum flos-aquae	species	0	0	0	0	0	0	0	0
315271	Dolichospermum flos-aquae CCAP 1403/13F	strain	1537	48	2	772	42	18	919	7
752201	Sphaerospermopsis	genus	39	17	19	95	3	1	101	2
289435	Sphaerospermopsis kisseleviana	species	0	0	0	0	0	0	0	0
1973480	Sphaerospermopsis kisseleviana NIES-73	strain	80	13	8	189	11	8	215	3
984207	Sphaerospermopsis torques-reginae	species	0	0	0	0	0	0	0	0
984208	Sphaerospermopsis torques-reginae ITEP-024	strain	73	12	7	110	2	3	118	5
159191	Nodularia	genus	0	0	0	0	0	0	0	0
70799	Nodularia spumigena	species	43	0	3	17	0	10	51	0
313624	Nodularia spumigena CCY9414	strain	45	0	0	10	0	2	18	0
1914872	Nodularia spumigena UHCC 0039	strain	3	0	0	16	0	0	11	0
110103	Anabaenopsis	genus	0	0	0	0	0	0	0	0
156213	Anabaenopsis elenkinii	species	0	0	0	0	0	0	0	0
2779889	Anabaenopsis elenkinii CCIBt3563	strain	10	1	0	8	2	2	13	1
109266	Anabaenopsis circularis	species	0	0	0	0	0	0	0	0
1085406	Anabaenopsis circularis NIES-21	strain	2	10	5	4	3	2	11	0
77021	Cylindrospermopsis	genus	2	0	0	8	0	0	14	0
747548	Cylindrospermopsis curvispora	species	0	0	0	0	0	0	0	0
2666332	Cylindrospermopsis curvispora GIHE-G1	strain	4	1	0	4	0	0	27	1
2661849	Calotrichaceae	family	0	0	0	0	0	0	0	0
1186	Calothrix	genus	3	0	0	1	0	3	2	1
2619626	unclassified Calothrix	no rank	1	12	11	6	0	6	13	3
1337936	Calothrix sp. 336/3	species	40	0	16	8	2	2	31	4
1170562	Calothrix sp. PCC 6303	species	32	9	4	36	2	14	19	3
1954172	Calothrix sp. NIES-2100	species	10	0	8	13	0	3	1	0
99598	Calothrix sp. PCC 7507	species	6	11	8	3	2	6	8	5
1954171	Calothrix sp. NIES-2098	species	5	2	3	0	0	4	5	3
2005462	Calothrix sp. NIES-3974	species	3	4	1	4	2	2	1	3
2853227	Calothrix sp. PCC 7716	species	2	8	11	1	6	15	7	6
1973486	Calothrix parasitica	species	0	0	0	0	0	0	0	0
1973488	Calothrix parasitica NIES-267	strain	11	16	12	11	3	5	30	15
938406	Calothrix brevissima	species	0	0	0	0	0	0	0	0
1973478	Calothrix brevissima NIES-22	strain	6	4	9	9	5	8	3	3
1182	Scytonemataceae	family	0	1	0	2	2	0	0	0
1203	Scytonema	genus	0	0	0	0	0	0	0	0
2618749	unclassified Scytonema	no rank	2	1	0	3	0	4	4	1
1137095	Scytonema sp. HK-05	species	6	8	2	3	1	6	2	8
2005464	Scytonema sp. NIES-4073	species	2	1	4	5	4	10	3	8
383614	Brasilonema	genus	0	0	0	0	0	0	0	0
1397703	Brasilonema sennae	species	0	0	0	0	0	0	0	0
415709	Brasilonema sennae CENA114	strain	2	1	0	1	1	2	8	2
1185	Rivulariaceae	family	0	0	0	0	0	0	0	0
188910	Microchaete	genus	0	0	0	0	0	0	0	0
1197	Microchaete diplosiphon	species	0	0	0	0	0	0	0	0
1973485	Fremyella diplosiphon NIES-3275	strain	6	3	0	13	2	0	11	0
373984	Rivularia	genus	0	0	0	0	0	0	0	0
2676603	unclassified Rivularia (in: cyanobacteria)	no rank	0	0	0	0	0	0	0	0
373994	Rivularia sp. PCC 7116	species	3	1	13	2	25	2	1	0
1892263	Hapalosiphonaceae	family	0	0	0	0	0	0	0	0
1190	Fischerella	genus	0	0	0	0	0	0	0	0
494603	unclassified Fischerella	no rank	2	0	0	2	0	0	0	0
2005456	Fischerella sp. NIES-4106	species	6	16	7	11	3	4	17	7
119859	Tolypothrichaceae	family	0	0	0	0	0	0	0	0
111782	Tolypothrix	genus	0	0	0	0	0	0	0	0
2649714	unclassified Tolypothrix	no rank	0	0	0	0	0	0	0	0
2099387	Tolypothrix sp. PCC 7910	species	4	14	13	4	8	6	6	0
